id,vendor_id,pickup_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag
id3342958,2,2016-06-30 12:17:57,1,-73.978302001953125,40.766574859619141,-73.998565673828125,40.764068603515625,N
id1636604,2,2016-06-30 12:17:50,1,-73.959770202636719,40.776649475097656,-73.984916687011719,40.748119354248047,N
id0061833,1,2016-06-30 12:17:36,1,-73.99072265625,40.734619140625,-74.004432678222656,40.722702026367188,N
id1898699,1,2016-06-30 12:17:24,1,-73.9683837890625,40.799736022949219,-73.982414245605469,40.76837158203125,N
id2836473,2,2016-06-30 12:16:57,1,-74.008415222167969,40.721050262451172,-74.015937805175781,40.711280822753906,N
id0751201,2,2016-06-30 12:16:38,1,-73.966827392578125,40.793853759765625,-73.955802917480469,40.822124481201172,N
id1583066,2,2016-06-30 12:16:18,6,-73.783370971679688,40.646499633789063,-73.979133605957031,40.762218475341797,N
id1687388,1,2016-06-30 12:16:04,2,-73.98199462890625,40.770404815673828,-73.980606079101563,40.760505676269531,N
id1882454,2,2016-06-30 12:15:30,1,-74.001579284667969,40.741115570068359,-74.003898620605469,40.748008728027344,N
id2874902,1,2016-06-30 12:14:53,1,-73.968986511230469,40.757286071777344,-73.98114013671875,40.759269714355469,N
id3509764,2,2016-06-30 12:14:45,1,-73.974250793457031,40.759529113769531,-73.961990356445313,40.776531219482422,N
id0677683,2,2016-06-30 12:14:11,2,-73.994857788085938,40.745273590087891,-74.011161804199219,40.713371276855469,N
id3202313,1,2016-06-30 12:13:33,2,-73.97833251953125,40.752838134765625,-73.984573364257813,40.748344421386719,N
id1182945,2,2016-06-30 12:13:27,1,-73.960464477539063,40.757568359375,-73.969413757324219,40.756240844726563,N
id0443270,1,2016-06-30 12:13:13,1,-73.954704284667969,40.789474487304688,-73.938529968261719,40.810665130615234,N
id1463937,2,2016-06-30 12:13:09,1,-73.9447021484375,40.779903411865234,-73.872001647949219,40.774440765380859,N
id0214206,2,2016-06-30 12:13:07,1,-73.983909606933594,40.725578308105469,-73.983909606933594,40.725578308105469,N
id1007408,2,2016-06-30 12:12:53,1,-73.95281982421875,40.778434753417969,-73.960891723632812,40.775047302246094,N
id3181514,2,2016-06-30 12:12:46,1,-73.970039367675781,40.765239715576172,-73.963951110839844,40.773880004882812,N
id3738963,2,2016-06-30 12:12:33,2,-73.960060119628906,40.782001495361328,-73.959449768066406,40.779979705810547,N
id0578551,1,2016-06-30 12:11:59,1,-73.954048156738281,40.821773529052734,-73.952392578125,40.798419952392578,N
id1646710,1,2016-06-30 12:11:56,1,-73.96734619140625,40.772258758544922,-73.975502014160156,40.745105743408203,N
id2339253,2,2016-06-30 12:11:36,6,-73.973808288574219,40.751720428466797,-73.967880249023438,40.759429931640625,N
id1433228,1,2016-06-30 12:11:18,1,-73.788902282714844,40.643970489501953,-73.959785461425781,40.611549377441406,N
id1068866,1,2016-06-30 12:10:23,1,-73.952842712402344,40.786346435546875,-73.962783813476563,40.754787445068359,N
id1272592,1,2016-06-30 12:10:04,1,-73.976112365722656,40.788597106933594,-73.976615905761719,40.792503356933594,N
id0883155,1,2016-06-30 12:09:59,1,-73.99932861328125,40.739242553710938,-73.999992370605469,40.726863861083984,N
id1275293,1,2016-06-30 12:09:33,1,-73.872451782226563,40.774089813232422,-73.985420227050781,40.750370025634766,N
id3393328,1,2016-06-30 12:09:06,1,-73.991195678710938,40.756462097167969,-73.970222473144531,40.753978729248047,N
id3167361,2,2016-06-30 12:08:24,1,-73.993431091308594,40.747238159179688,-73.999732971191406,40.725830078125,N
id3858089,1,2016-06-30 12:08:15,1,-73.959152221679688,40.771724700927734,-73.960723876953125,40.777439117431641,N
id2537712,2,2016-06-30 12:08:13,1,-73.946739196777344,40.791728973388672,-73.954551696777344,40.780910491943359,N
id2597656,2,2016-06-30 12:07:47,1,-73.976707458496094,40.747661590576172,-73.982185363769531,40.7515869140625,N
id0095083,2,2016-06-30 12:07:30,1,-73.963302612304688,40.77764892578125,-73.972694396972656,40.762474060058594,N
id1749634,2,2016-06-30 12:07:23,1,-73.972770690917969,40.759109497070313,-73.982192993164063,40.751781463623047,N
id2152060,1,2016-06-30 12:06:57,1,-74.002029418945313,40.745948791503906,-74.005416870117187,40.736873626708984,N
id3355600,2,2016-06-30 12:06:55,6,-74.013885498046875,40.713130950927734,-73.972846984863281,40.755966186523438,N
id3148608,2,2016-06-30 12:06:23,6,-74.005500793457031,40.727439880371094,-73.865798950195312,40.771060943603516,N
id2593893,2,2016-06-30 12:05:47,1,-73.954292297363281,40.766090393066406,-73.977783203125,40.783000946044922,N
id3694582,2,2016-06-30 12:05:46,1,-73.996406555175781,40.763420104980469,-73.996589660644531,40.740478515625,N
id0487243,1,2016-06-30 12:05:12,4,-74.00830078125,40.748958587646484,-74.010261535644531,40.722877502441406,N
id3100881,1,2016-06-30 12:04:04,1,-73.960159301757813,40.781864166259766,-73.969772338867187,40.762893676757813,N
id1532548,2,2016-06-30 12:03:58,1,-73.96270751953125,40.767059326171875,-73.95562744140625,40.776771545410156,N
id3429671,2,2016-06-30 12:03:27,1,-73.980720520019531,40.779850006103516,-73.954017639160156,40.766490936279297,N
id0202381,1,2016-06-30 12:03:23,1,-73.985458374023438,40.735610961914063,-73.982231140136719,40.749946594238281,N
id0450696,1,2016-06-30 12:03:15,2,-73.994529724121094,40.731716156005859,-73.988059997558594,40.749256134033203,N
id1651239,2,2016-06-30 12:03:13,1,-73.98468017578125,40.748329162597656,-73.999267578125,40.713821411132813,N
id3818007,1,2016-06-30 12:03:02,1,-73.947555541992188,40.778598785400391,-73.969306945800781,40.7626953125,N
id1864022,1,2016-06-30 12:02:06,1,-73.98004150390625,40.784065246582031,-73.987152099609375,40.754329681396484,N
id0538713,1,2016-06-30 12:00:50,1,-73.97833251953125,40.752067565917969,-73.942588806152344,40.841121673583984,N
id3451090,1,2016-06-30 12:00:28,1,-73.973838806152344,40.791984558105469,-73.959922790527344,40.805343627929687,N
id2391988,2,2016-06-30 12:00:13,1,-74.010879516601562,40.716609954833984,-73.782806396484375,40.643989562988281,N
id2083894,1,2016-06-30 12:00:11,1,-73.977104187011719,40.743232727050781,-74.000053405761719,40.733993530273438,N
id0390012,1,2016-06-30 11:59:44,1,-73.977279663085938,40.790061950683594,-73.981643676757813,40.767337799072266,N
id0788458,2,2016-06-30 11:59:41,1,-73.983306884765625,40.756031036376953,-73.862251281738281,40.768688201904297,N
id0833278,2,2016-06-30 11:59:38,1,-73.95941162109375,40.782989501953125,-73.964157104492188,40.774570465087891,N
id2330060,2,2016-06-30 11:59:27,1,-74.003494262695313,40.732097625732422,-73.991706848144531,40.729644775390625,N
id0618869,1,2016-06-30 11:59:22,1,-73.976913452148437,40.765071868896484,-73.9873046875,40.770011901855469,N
id0163446,1,2016-06-30 11:59:12,1,-73.960479736328125,40.781455993652344,-73.967796325683594,40.771366119384766,N
id2341687,1,2016-06-30 11:58:18,1,-73.981712341308594,40.743640899658203,-73.994522094726563,40.734848022460938,N
id1471766,2,2016-06-30 11:58:12,1,-73.994956970214844,40.745319366455078,-73.969917297363281,40.765708923339844,N
id3770729,2,2016-06-30 11:58:07,1,-73.973442077636719,40.779548645019531,-73.971435546875,40.797966003417969,N
id2048345,2,2016-06-30 11:58:04,2,-73.956390380859375,40.768108367919922,-73.982353210449219,40.751739501953125,N
id1960345,2,2016-06-30 11:58:04,2,-73.988777160644531,40.745651245117187,-73.972404479980469,40.755176544189453,N
id0745679,2,2016-06-30 11:57:47,1,-73.975318908691406,40.761081695556641,-73.982162475585937,40.756908416748047,N
id1489332,1,2016-06-30 11:57:38,1,-74.003646850585937,40.707477569580078,-73.98175048828125,40.736427307128906,N
id3279131,1,2016-06-30 11:57:37,1,-73.993194580078125,40.747749328613281,-73.972183227539063,40.754928588867188,N
id2242961,2,2016-06-30 11:57:10,2,-73.978286743164063,40.752346038818359,-73.994804382324219,40.760360717773438,N
id1292584,2,2016-06-30 11:56:32,1,-73.970161437988281,40.749721527099609,-73.954338073730469,40.790050506591797,N
id0028751,2,2016-06-30 11:55:32,1,-73.870872497558594,40.774089813232422,-73.969650268554688,40.756790161132813,N
id1041966,2,2016-06-30 11:55:15,3,-73.958297729492188,40.781597137451172,-73.960212707519531,40.773204803466797,N
id1488033,1,2016-06-30 11:54:48,1,-74.015632629394531,40.706508636474609,-73.993209838867187,40.743907928466797,N
id0860706,2,2016-06-30 11:54:05,1,-73.988868713378906,40.736660003662109,-73.982391357421875,40.745491027832031,N
id2359581,1,2016-06-30 11:54:03,1,-73.992851257324219,40.723594665527344,-74.000862121582031,40.727054595947266,N
id2360824,1,2016-06-30 11:53:49,1,-73.994270324707031,40.741111755371094,-73.96435546875,40.770191192626953,N
id3184270,1,2016-06-30 11:53:24,1,-73.842376708984375,40.731590270996094,-73.776374816894531,40.645488739013672,N
id3430792,1,2016-06-30 11:53:15,1,-74.007591247558594,40.743152618408203,-73.994598388671875,40.747585296630859,N
id1498475,1,2016-06-30 11:52:37,1,-73.966064453125,40.752742767333984,-73.974739074707031,40.759109497070313,N
id3027507,1,2016-06-30 11:52:20,2,-73.965095520019531,40.774967193603516,-73.982650756835938,40.773994445800781,N
id0371079,1,2016-06-30 11:52:20,1,-73.976150512695312,40.763885498046875,-73.987709045410156,40.770526885986328,N
id0141241,2,2016-06-30 11:51:23,1,-73.972831726074219,40.746208190917969,-73.977531433105469,40.752040863037109,N
id3958755,2,2016-06-30 11:51:19,1,-73.994979858398438,40.688930511474609,-73.992889404296875,40.693294525146484,N
id0696849,1,2016-06-30 11:50:02,1,-73.954345703125,40.777957916259766,-73.975151062011719,40.793464660644531,N
id3296337,2,2016-06-30 11:49:26,1,-73.99176025390625,40.750099182128906,-73.988227844238281,40.759208679199219,N
id1987439,2,2016-06-30 11:49:22,6,-73.971817016601563,40.762420654296875,-74.005157470703125,40.74176025390625,N
id1937352,2,2016-06-30 11:48:31,2,-73.988876342773438,40.756748199462891,-73.948257446289063,40.773841857910156,N
id1252289,1,2016-06-30 11:48:26,1,-73.973739624023438,40.7518310546875,-73.864669799804687,40.770267486572266,N
id2807406,2,2016-06-30 11:47:56,2,-73.962211608886719,40.779136657714844,-73.984672546386719,40.759368896484375,N
id2219688,2,2016-06-30 11:46:11,1,-74.016510009765625,40.709968566894531,-73.9930419921875,40.739040374755859,N
id1467981,2,2016-06-30 11:45:24,5,-73.971626281738281,40.760456085205078,-73.956703186035156,40.780719757080078,N
id0577066,1,2016-06-30 11:45:10,2,-73.977760314941406,40.761238098144531,-73.961845397949219,40.779563903808594,N
id2381873,2,2016-06-30 11:44:52,5,-73.94671630859375,40.780651092529297,-73.9664306640625,40.764621734619141,N
id3485985,1,2016-06-30 11:44:50,2,-73.98236083984375,40.76025390625,-73.939201354980469,40.822559356689453,N
id0860755,2,2016-06-30 11:44:31,1,-73.979766845703125,40.753189086914063,-73.989891052246094,40.757209777832031,N
id0678188,1,2016-06-30 11:44:17,1,-73.983436584472656,40.6766357421875,-74.005485534667969,40.723663330078125,N
id2489005,2,2016-06-30 11:44:11,1,-73.9752197265625,40.79248046875,-73.97698974609375,40.787681579589844,N
id0109524,2,2016-06-30 11:43:33,2,-73.971649169921875,40.756000518798828,-74.014137268066406,40.712070465087891,N
id2009431,2,2016-06-30 11:43:29,1,-73.99755859375,40.720741271972656,-73.991317749023437,40.729793548583984,N
id1974166,2,2016-06-30 11:43:05,2,-73.971908569335938,40.763210296630859,-73.971084594726562,40.765293121337891,N
id3302736,1,2016-06-30 11:43:04,1,-73.988983154296875,40.730976104736328,-73.991493225097656,40.748905181884766,N
id2913966,2,2016-06-30 11:42:50,5,-73.989990234375,40.734806060791016,-73.986618041992188,40.739761352539063,N
id2678421,1,2016-06-30 11:42:42,1,-74.004158020019531,40.731048583984375,-74.007736206054687,40.713962554931641,N
id1885776,2,2016-06-30 11:42:31,1,-73.970748901367188,40.751178741455078,-73.98724365234375,40.722499847412109,N
id0544659,2,2016-06-30 11:42:31,1,-73.873321533203125,40.773979187011719,-73.972457885742187,40.755599975585938,N
id1665443,2,2016-06-30 11:42:28,1,-73.992141723632813,40.743682861328125,-73.970802307128906,40.762065887451172,N
id1133958,2,2016-06-30 11:42:21,1,-73.965980529785156,40.805400848388672,-73.979072570800781,40.777488708496094,N
id2267046,1,2016-06-30 11:42:00,1,-73.871353149414063,40.773582458496094,-73.944015502929687,40.809642791748047,N
id3817087,1,2016-06-30 11:41:59,1,-73.986976623535156,40.756324768066406,-74.001106262207031,40.761455535888672,N
id1028531,2,2016-06-30 11:41:47,1,-73.9931640625,40.754928588867188,-73.991554260253906,40.750194549560547,N
id2674209,2,2016-06-30 11:40:59,1,-73.976799011230469,40.758941650390625,-73.979911804199219,40.743228912353516,N
id0917878,1,2016-06-30 11:40:54,1,-73.966690063476563,40.767417907714844,-73.965614318847656,40.7718505859375,N
id0143780,2,2016-06-30 11:40:48,1,-73.972389221191406,40.795978546142578,-73.996742248535156,40.763099670410156,N
id3048909,2,2016-06-30 11:40:40,1,-73.974632263183594,40.761871337890625,-73.982421875,40.756259918212891,N
id3248974,2,2016-06-30 11:40:10,1,-73.9925537109375,40.724720001220703,-73.983787536621094,40.746410369873047,N
id1603038,1,2016-06-30 11:40:04,1,-73.974601745605469,40.762950897216797,-73.97332763671875,40.751163482666016,N
id3837412,1,2016-06-30 11:39:26,3,-74.0001220703125,40.72161865234375,-74.003059387207031,40.706428527832031,N
id3005982,2,2016-06-30 11:39:21,1,-73.982208251953125,40.751846313476562,-74.007919311523438,40.740501403808594,N
id1578643,1,2016-06-30 11:38:41,1,-73.966087341308594,40.761726379394531,-73.977676391601562,40.758277893066406,N
id1189674,2,2016-06-30 11:37:20,4,-73.976470947265625,40.788288116455078,-73.965354919433594,40.805740356445313,N
id1352456,2,2016-06-30 11:36:58,6,-73.98004150390625,40.751571655273438,-74.007667541503906,40.740219116210937,N
id2044268,2,2016-06-30 11:36:52,1,-73.954475402832031,40.780731201171875,-73.958534240722656,40.772293090820313,N
id0969368,2,2016-06-30 11:35:59,1,-74.002548217773438,40.714363098144531,-73.995246887207031,40.749561309814453,N
id3776592,2,2016-06-30 11:35:17,6,-73.962509155273437,40.77880859375,-73.943733215332031,40.776683807373047,N
id1596782,1,2016-06-30 11:35:11,1,-73.976600646972656,40.744052886962891,-73.98309326171875,40.734867095947266,N
id3670866,1,2016-06-30 11:34:28,1,-73.987274169921875,40.755550384521484,-73.997314453125,40.741813659667969,N
id3709704,1,2016-06-30 11:33:56,1,-73.790481567382812,40.646694183349609,-73.933074951171875,40.677394866943359,N
id1625467,1,2016-06-30 11:33:36,1,-73.961029052734375,40.760871887207031,-73.989479064941406,40.750606536865234,N
id2763917,1,2016-06-30 11:33:36,1,-73.9794921875,40.754806518554687,-74.014259338378906,40.713951110839844,N
id0619270,2,2016-06-30 11:33:21,1,-73.971786499023438,40.794380187988281,-73.967758178710937,40.801788330078125,N
id3102665,2,2016-06-30 11:33:19,1,-73.981796264648437,40.770439147949219,-73.9803466796875,40.754291534423828,N
id1259466,1,2016-06-30 11:32:07,1,-73.972419738769531,40.746318817138672,-73.98590087890625,40.744682312011719,N
id1335198,1,2016-06-30 11:32:05,1,-74.011283874511719,40.701663970947266,-73.973648071289063,40.750114440917969,N
id2142928,1,2016-06-30 11:31:51,2,-74.001632690429687,40.715885162353516,-73.978866577148438,40.750595092773438,N
id1688384,1,2016-06-30 11:31:44,1,-73.981796264648437,40.774707794189453,-73.948249816894531,40.776294708251953,N
id0489004,2,2016-06-30 11:31:24,1,-73.987159729003906,40.766040802001953,-73.984962463378906,40.747879028320313,N
id2784066,1,2016-06-30 11:31:16,1,-73.978912353515625,40.752342224121094,-74.00457763671875,40.734218597412109,N
id3954620,2,2016-06-30 11:30:59,1,-73.968276977539063,40.762081146240234,-73.983230590820313,40.765071868896484,N
id3312695,1,2016-06-30 11:30:45,1,-73.982177734375,40.745578765869141,-73.974967956542969,40.741783142089844,N
id2516301,2,2016-06-30 11:30:41,5,-73.973640441894531,40.757862091064453,-73.981651306152344,40.758148193359375,N
id1918814,2,2016-06-30 11:30:18,1,-73.993988037109375,40.746177673339844,-73.966346740722656,40.753135681152344,N
id2976859,1,2016-06-30 11:30:14,3,-73.954360961914063,40.764152526855469,-74.01458740234375,40.717166900634766,Y
id3609347,2,2016-06-30 11:29:36,3,-73.985237121582031,40.75128173828125,-73.865226745605469,40.770618438720703,N
id3708748,2,2016-06-30 11:29:33,5,-73.991279602050781,40.749946594238281,-73.982856750488281,40.762271881103516,N
id1520003,1,2016-06-30 11:29:08,1,-73.984710693359375,40.779403686523437,-73.980194091796875,40.764904022216797,N
id2756766,1,2016-06-30 11:28:26,1,-73.872978210449219,40.773998260498047,-73.7899169921875,40.647029876708984,Y
id1141158,1,2016-06-30 11:28:05,2,-73.963203430175781,40.774261474609375,-73.956939697265625,40.777519226074219,N
id2637622,2,2016-06-30 11:28:02,1,-73.985092163085938,40.778961181640625,-73.978111267089844,40.753940582275391,N
id3906350,2,2016-06-30 11:26:48,5,-73.981300354003906,40.75885009765625,-74.011421203613281,40.703536987304687,N
id2236924,2,2016-06-30 11:25:52,5,-73.972213745117188,40.753200531005859,-74.006767272949219,40.713569641113281,N
id3873245,1,2016-06-30 11:24:36,1,-73.966102600097656,40.753704071044922,-73.987144470214844,40.7503662109375,N
id3865250,2,2016-06-30 11:24:15,6,-73.956329345703125,40.763301849365234,-73.950241088867188,40.771251678466797,N
id1835615,1,2016-06-30 11:23:46,1,-74.003181457519531,40.738883972167969,-73.983123779296875,40.747283935546875,N
id0581823,1,2016-06-30 11:23:43,1,-73.972068786621094,40.781513214111328,-73.963058471679688,40.772430419921875,N
id2377572,1,2016-06-30 11:23:09,1,-73.980384826660156,40.730506896972656,-73.996665954589844,40.731594085693359,N
id3180254,2,2016-06-30 11:23:00,1,-73.969596862792969,40.797889709472656,-73.976951599121094,40.782520294189453,N
id1252621,1,2016-06-30 11:21:51,1,-74.016220092773438,40.716537475585938,-74.006172180175781,40.717071533203125,Y
id0869914,1,2016-06-30 11:21:48,1,-73.789741516113281,40.643131256103516,-73.870834350585938,40.774032592773438,N
id1908780,1,2016-06-30 11:21:31,2,-73.975135803222656,40.74169921875,-73.956130981445312,40.767627716064453,N
id0689954,2,2016-06-30 11:21:30,1,-73.966300964355469,40.767848968505859,-73.985260009765625,40.737308502197266,N
id1973602,2,2016-06-30 11:21:16,1,-73.969734191894531,40.756534576416016,-73.942916870117188,40.823211669921875,N
id1585834,2,2016-06-30 11:21:02,4,-73.999519348144531,40.749217987060547,-74.003509521484375,40.740203857421875,N
id2522109,2,2016-06-30 11:20:28,1,-73.995414733886719,40.742477416992188,-73.99676513671875,40.742465972900391,N
id2838220,2,2016-06-30 11:19:22,1,-73.98870849609375,40.749198913574219,-74.000358581542969,40.755165100097656,N
id3908223,2,2016-06-30 11:18:50,1,-73.982933044433594,40.731540679931641,-73.84027099609375,40.868801116943359,N
id3353551,1,2016-06-30 11:18:38,1,-73.986289978027344,40.749275207519531,-73.963310241699219,40.800205230712891,N
id2995793,1,2016-06-30 11:18:38,1,-73.955833435058594,40.763877868652344,-73.986068725585937,40.775661468505859,N
id0097255,2,2016-06-30 11:17:46,6,-73.998069763183594,40.761341094970703,-73.992546081542969,40.748420715332031,N
id3572738,2,2016-06-30 11:17:37,4,-73.955551147460937,40.782329559326172,-73.776397705078125,40.645130157470703,N
id2925261,2,2016-06-30 11:16:47,4,-73.995819091796875,40.759666442871094,-74.012016296386719,40.714031219482422,N
id1786856,2,2016-06-30 11:16:01,1,-73.972175598144531,40.762248992919922,-73.955955505371094,40.766105651855469,N
id3113582,1,2016-06-30 11:15:47,1,-73.946929931640625,40.775959014892578,-73.952583312988281,40.778301239013672,N
id0352257,2,2016-06-30 11:15:18,1,-73.943046569824219,40.77716064453125,-74.009552001953125,40.701969146728516,N
id2319568,2,2016-06-30 11:15:17,2,-73.978500366210938,40.761848449707031,-73.987960815429688,40.741451263427734,N
id3264775,1,2016-06-30 11:15:16,1,-73.930915832519531,40.813644409179688,-73.954658508300781,40.804168701171875,N
id1944297,1,2016-06-30 11:15:07,1,-73.975151062011719,40.757331848144531,-73.970680236816406,40.762760162353516,N
